GeneID,Gene,Importance
105378277,LINC02659,0.00020037105751391488
105370266,LOC105370266,0.0002003497618334479
1607,DGKB,0.00020028315619454056
5630,PRPH,0.00019999999999999998
105376604,LOC105376604,0.00019999999999999998
27201,GPR78,0.0001995292772069479
253314,EIF4E1B,0.00019928115824643128
100507308,TARID,0.00019771167048054916
340596,LHFPL1,0.00019749216300940435
400891,LRRC74B,0.0001970443349753695
100302236,MIR1260A,0.00019632315736211855
969,CD69,0.00019565217391304343
503638,DUXAP9,0.00019565217391304343
259283,MDS2,0.00019387755102040814
105374682,LOC105374682,0.00019300717129390514
3624,INHBA,0.00019200711137449538
105377785,LOC105377785,0.00018907563025210078
8789,FBP2,0.00018893317729341345
439950,CELF2-AS2,0.0001876172607879925
341019,DCDC1,0.00018701298701298707
55800,SCN3B,0.0001861667744020685
2051,EPHB6,0.0001855670103092785
107987343,LOC107987343,0.0001855670103092785
102723839,LINC02224,0.0001855670103092785
79012,CAMKV,0.0001855670103092785
64641,EBF2,0.00018554687499999979
3242,HPD,0.00018554687499999979
91353,IGLL3P,0.00018550531914893642
100506840,IQCF4P,0.00018550531914893642
105377779,LOC105377779,0.00018531976744186074
107986734,LOC107986734,0.00018434873949579834
105378247,LOC105378247,0.00018247866858156625
107985088,LOC107985088,0.00018177992846623187
105377220,LOC105377220,0.00018172116623711357
105373429,LOC105373429,0.00018153740562800276
107986631,LOC107986631,0.00018001343594941489
642846,LOC642846,0.00017938336966677042
10875,FGL2,0.00017733990147783256
105378449,LOC105378449,0.0001771321462043112
339390,CLEC4G,0.00017608695652173912
105369435,LOC105369435,0.00017532467532467534
50652,PCA3,0.00017351720444503958
105374107,LOC105374107,0.0001730769230769228
1812,DRD1,0.00017305774557852143
58157,NGB,0.0001729768207501
105376391,LOC105376391,0.00017187500000000002
112267858,LOC112267858,0.00017186700767263423
100505795,PBX1-AS1,0.0001704545454545455
105369848,LNCOG,0.00016939525141564368
100506526,C5orf64-AS1,0.0001662324268577322
112268292,LOC112268292,0.00016530612244897955
414899,BLID,0.0001636363636363636
105371486,LOC105371486,0.00016238763499967684
127731,VWA5B1,0.00016238763499967684
929,CD14,0.00016233007114466072
105379315,LOC105379315,0.00016231003039513656
114801,TMEM200A,0.00016231003039513656
285045,LINC00486,0.00016226858248134877
9971,NR1H4,0.00016161616161616162
105370939,LOC105370939,0.00015902255639097757
105379070,LOC105379070,0.00015902255639097757
105372864,LOC105372864,0.00015902255639097757
4544,MTNR1B,0.0001589988958410011
105371708,LINC01992,0.0001574089068825911
100505967,LINC00645,0.00015319148936170237
8530,CST7,0.00015319148936170234
56265,CPXM1,0.00015319148936170234
389421,LIN28B,0.00015319148936170234
2213,FCGR2B,0.00015319148936170231
1381,CRABP1,0.00015317377731529684
157376,FER1L6-AS2,0.00015317377731529684
404037,HAPLN4,0.00015317377731529684
105373768,LOC105373768,0.00015315568022440364
107984283,LOC107984283,0.00015315568022440364
101927531,LOC101927531,0.00015315568022440364
6096,RORB,0.00015313718539524985
51764,GNG13,0.00015311827956989227
107986304,LOC107986304,0.00015311827956989227
105375542,LOC105375542,0.00015311827956989227
105371102,LOC105371102,0.00015307917888563084
1281,COL3A1,0.00015306122448979594
2487,FRZB,0.00015303643724696352
105377138,LINC01678,0.00015301707779886138
105377782,LOC105377782,0.0001518275538894096
2168,FABP1,0.0001518275538894096
6097,RORC,0.0001518275538894096
643847,PGA4,0.00014999999999999996
170371,TMEM273,0.0001499664053751398
117157,SH2D1B,0.0001499664053751398
105379426,LOC105379426,0.00014991476077667328
63930,LINC01749,0.00014991324465008676
1828,DSG1,0.00014970760233918125
9953,HS3ST3B1,0.00014969675003020434
401629,FAM224B,0.00014921248963802158
9002,F2RL3,0.00014731457800511508
730,C7,0.0001470305592927157
2974,GUCY1B2,0.00014693239697484206
100189133,TRR-TCT1-1,0.0001458966565349544
23619,ZIM2,0.000145748987854251
727857,BHLHA9,0.00014516129032258085
6510,SLC1A5,0.00014516129032258085
94274,PPP1R14A,0.00014514413988657814
2492,FSHR,0.00014514413988657814
101928679,LINC02500,0.0001451266125179168
6401,SELE,0.0001451266125179168
3039,HBA1,0.00014509037616023456
112268092,LOC112268092,0.00014509037616023456
130560,SPATA3,0.00014507164031620577
8645,KCNK5,0.00014451612903225813
729230,CCR2,0.00014381443298969103
101928514,LINC02080,0.00014361702127659574
729355,TP53TG3B,0.00014361702127659574
102723390,FRG1EP,0.00014361702127659574
102723663,LOC102723663,0.00014222222222222224
101928441,LOC101928441,0.00014191949354992855
107986980,LINC02055,0.0001418116034551666
22829,NLGN4Y,0.00014076246334310854
79192,IRX1,0.00014068606165870606
107985519,LINC01773,0.000140625
100131604,DPP4-DT,0.00014062499999999996
105371672,LOC105371672,0.00013991902834008095
23430,TPSD1,0.00013991902834008092
1428,CRYM,0.00013935483870967745
285800,PRR18,0.00013935483870967745
439990,LINC00857,0.0001381074168797954
100462981,MTRNR2L2,0.0001381074168797951
284521,OR2L13,0.00013809073925428152
101929110,CASC18,0.00013809073925428152
105374528,LOC105374528,0.00013809073925428152
101927588,LOC101927588,0.00013809073925428152
1829,DSG2,0.00013807369101486727
54845,ESRP1,0.00013807369101486727
147381,CBLN2,0.00013807369101486727
10842,PPP1R17,0.00013805625966894976
9507,ADAMTS4,0.00013803843215607947
107986395,LOC107986395,0.00013800153335037074
107985736,LOC107985736,0.0001379628774586757
101060341,LOC101060341,0.00013763440860215055
5457,POU4F1,0.00013677811550151978
101927667,LINC01535,0.00013545150501672232
51316,PLAC8,0.00013513736490388574
387129,NPSR1,0.00013511611541168193
100874342,RNF216-IT1,0.00013508876666179704
922,CD5L,0.00013508876666179704
105379083,LOC105379083,0.0001349578256794752
105376707,LOC105376707,0.0001345108695652174
401630,FAM224A,0.0001345108695652174
10655,DMRT2,0.00013339920948616602
101928107,LOC101928107,0.00013333333333333334
25790,CFAP45,0.00013186813186813178
3787,KCNS1,0.00013186813186813178
9721,GPRIN2,0.00013186813186813178
105377736,LINC01942,0.00013186813186813178
105378336,LOC105378336,0.00013185185185185164
4878,NPPA,0.00013185185185185164
219623,TMEM26,0.00013183520599250944
116443,GRIN3A,0.00013183520599250944
154064,RAET1L,0.00013181818181818206
5346,PLIN1,0.00013178294573643428
116437,LINC01257,0.00013178294573643425
338339,CLEC4D,0.000131687242798354
105369877,LOC105369877,0.00013130699088145895
6423,SFRP2,0.00013130699088145895
105376223,LOC105376223,0.00013117408906882587
400110,ANKRD20A19P,0.00013117408906882587
285878,VSTM2A-OT1,0.00013117408906882584
166979,CDC20B,0.0001310688129138752
285150,FLJ33534,0.00013043478260869561
8988,HSPB3,0.000130316742081448
3848,KRT1,0.000130316742081448
10586,MAB21L2,0.00012965186074429775
54097,FAM3B,0.00012903225806451616
4224,MEP1A,0.00012903225806451616
8653,DDX3Y,0.00012903225806451616
105379364,LOC105379364,0.00012903225806451616
389816,LRRC26,0.00012903225806451616
643332,RNASE2CP,0.00012900143334925926
105372661,LOC105372661,0.00012798965740142213
57733,GBA3,0.00012740740740740757
28625,TRBJ2-4,0.00012693189163777403
115265,DDIT4L,0.00012631578947368426
105371275,LOC105371275,0.00012631578947368402
56000,NXF3,0.00012629984252387068
978,CDA,0.00012624977651864194
2706,GJB2,0.00012623230250113042
101927619,LINC01923,0.00012592592592592595
326343,MT1DP,0.00012592592592592595
105378678,LOC105378678,0.00012577639751552798
105373158,LINC02815,0.00012577639751552798
283547,LINC00639,0.00012577639751552798
107984898,LOC107984898,0.00012566257272139629
102465859,MIR7978,0.0001254901960784314
400644,LINC01443,0.00012535754259420463
105374121,LOC105374121,0.000125
81831,NETO2,0.00012411118293471232
100996301,FOXD3-AS1,0.0001238709677419355
401105,FLJ42393,0.0001238709677419355
26254,OPTC,0.0001238709677419355
85508,SCRT2,0.00012353961827646056
3772,KCNJ15,0.00012134831460674162
1440,CSF3,0.00012134831460674162
26585,GREM1,0.00012131661442006242
3172,HNF4A,0.00012128342245989293
254173,TTLL10,0.00012128342245989293
100873937,GRM7-AS1,0.0001212834224598929
105378576,LOC105378576,0.0001212834224598929
344901,OSTN,0.00012123059866962326
51298,THEG,0.00012113341204250287
728763,CROCC2,0.00012111244019138756
105372009,LINC01906,0.00012101216969093348
6414,SELENOP,0.0001206386753400355
105377190,LOC105377190,0.00012022124047726722
105379138,LOC105379138,0.00012022124047726722
3539,IGLC3,0.00012022124047726722
107984270,LOC107984270,0.00011967864068704407
110091777,LOC110091777,0.00011967864068704407
105371525,LOC105371525,0.00011967864068704407
100616250,MIR3960,0.00011861113457801812
51330,TNFRSF12A,0.00011739130434782605
9480,ONECUT2,0.00011739130434782605
1748,DLX4,0.00011709047900650504
391192,OR2L3,0.00011685187306678903
100133319,PRO1804,0.00011681914144968325
26499,PLEK2,0.00011680218410588152
7080,NKX2-1,0.00011667098781436353
105375775,LOC105375775,0.00011659919028340078
27151,CPAMD8,0.00011659090909090903
245972,ATP6V0D2,0.00011659090909090903
105379003,LOC105379003,0.00011635423400129283
105376325,LOC105376325,0.00011635423400129283
85397,RGS8,0.00011635423400129283
105377352,LOC105377352,0.00011612903225806455
102723724,LOC102723724,0.00011612903225806453
107985379,LOC107985379,0.00011612903225806453
6542,SLC7A2,0.00011612903225806453
100132159,CALML3-AS1,0.00011612903225806452
286464,CFAP47,0.00011612278909736037
107986189,LOC107986189,0.00011612278909736037
2045,EPHA7,0.00011590909090909091
54714,CNGB3,0.0001157395932055109
148696,LOC148696,0.00011550802139037434
2662,GDF10,0.00011505681818181817
105378904,LOC105378904,0.00011505681818181817
102800310,HAGLROS,0.0001142857142857143
2155,F7,0.0001141656231112302
105379880,LOC105379880,0.00011354228267297455
100289574,HERC2P4,0.00011285266457680259
101929247,LINC01231,0.00011285266457680259
107985786,LOC107985786,0.00011283740596882852
101927944,FAM53B-AS1,0.00011283740596882852
9865,TRIL,0.00011278942408110227
338761,C1QL4,0.00011275546159267101
55,ACP3,0.00011255694845606409
4633,MYL2,0.00011200414830178904
284835,LINC00323,0.00011170006464124111
5318,PKP2,0.00011170006464124108
107984851,LOC107984851,0.00011165845648604274
5957,RCVRN,0.0001115702479338843
105375925,LOC105375925,0.00011133832843482222
3232,HOXD3,0.00011111111111111109
101929531,LINC01871,0.00011083743842364534
105377993,LOC105377993,0.00011045454545454546
101929719,LOC101929719,0.00011005434782608693
7057,THBS1,0.00011005434782608693
6582,SLC22A2,0.00011000532838309359
55211,DPPA4,0.00010942249240121581
105373682,LOC105373682,0.00010942249240121581
101930023,LINC02391,0.00010942249240121577
107985684,LOC107985684,0.000109201213346815
4488,MSX2,0.000109201213346815
51252,FAM178B,0.00010918609899202638
348938,NIPAL4,0.00010918609899202638
711,ERC2-IT1,0.00010917062477164768
149685,ADIG,0.00010897559100518937
57084,SLC17A6,0.00010888468809073723
100130613,PRR32,0.00010872848082150412
112268125,LOC112268125,0.00010845665961945028
105372270,LOC105372270,0.00010738636363636362
83888,FGFBP2,0.00010738636363636362
441521,CT45A5,0.00010702959830866808
107985879,LINC01833,0.00010666666666666664
105370733,LOC105370733,0.00010655391120507402
101928254,LOC101928254,0.00010650869963541978
400952,LINC01121,0.00010644589000591365
101926892,LINC03020,0.0001058823529411764
3880,KRT19,0.0001058201058201059
5653,KLK6,0.00010582010582010589
9796,PHYHIP,0.0001057513914656771
6121,RPE65,0.0001057513914656771
1132,CHRM4,0.00010538298910391928
4147,MATN2,0.00010496163682864445
11155,LDB3,0.00010471881060116353
100287114,LINC00421,0.00010341997264021919
346171,ZFP57,0.00010322580645161292
105378696,TMEM275,0.00010322580645161292
105371843,LOC105371843,0.00010274841437632137
28815,IGLV2-14,0.00010248447204968949
646113,LINC00643,0.00010248447204968949
81569,ACTL8,0.00010218805440567708
107984213,LOC107984213,0.00010218805440567708
342850,ANKRD62,0.00010218805440567708
101928856,TTC14-DT,0.00010133708655876147
5874,RAB27B,0.00010075143780697719
3356,HTR2A,0.0001004417577307603
100506047,LINC02580,0.00010006253908692941
107987148,LOC107987148,9.99325301204819e-05
4828,NMB,9.989429175475686e-05
8911,CACNA1I,9.852216748768475e-05
407738,TAFA1,9.818181818181814e-05
7780,SLC30A2,9.782608695652172e-05
105373816,LOC105373816,9.782608695652172e-05
105379566,LOC105379566,9.667519181585677e-05
390616,ANKRD34C,9.523809523809523e-05
100507043,TUNAR,9.513742071881608e-05
285601,GPR150,9.508928571428586e-05
105376652,LOC105376652,9.458128078817733e-05
102723506,LOC102723506,9.458128078817732e-05
101929963,LOC101929963,9.375e-05
647859,OCLNP1,9.308338720103425e-05
107986444,LOC107986444,9.13319238900634e-05
23551,RASD2,9.005628517823638e-05
105371310,LOC105371310,8.888888888888888e-05
374491,TPTE2P6,8.888888888888888e-05
223075,ITPRID1,8.888888888888888e-05
647166,C13orf42,8.838874680306903e-05
3212,HOXB2,8.744939271255058e-05
350383,GPR142,8.744939271255058e-05
105377926,LINC02526,8.744939271255058e-05
105372201,LOC105372201,8.57142857142857e-05
124773,CHCT1,8.562753036437225e-05
105375059,LOC105375059,8.562367864693447e-05
105370196,LOC105370196,8.562367864693446e-05
838,CASP5,8.562367864693446e-05
54082,TSPEAR-AS1,8.562367864693446e-05
921,CD5,8.562367864693444e-05
72,ACTG2,8.558876733568801e-05
100873962,LINC00278,8.515671200473091e-05
5368,PNOC,8.515671200473091e-05
100288866,NGFR-AS1,8.28644501278772e-05
105378712,LINC02808,8.249672632038412e-05
390271,OR8B3,8.206686930091185e-05
134829,CLVS2,8.206686930091185e-05
105370689,LOC105370689,8.206686930091185e-05
28513,CDH19,8.206686930091185e-05
105377572,LOC105377572,8.206686930091185e-05
29993,PACSIN1,8.035714285714285e-05
4010,LMX1B,8.033914573668238e-05
3875,KRT18,8.032076569876499e-05
27063,ANKRD1,7.88177339901478e-05
100128593,LOC100128593,7.881773399014778e-05
107985957,LOC107985957,7.838383838383887e-05
152078,SLC66A1L,7.757575757575757e-05
101929901,FOXO6-AS1,7.74193548387097e-05
105372412,LOC105372412,7.610993657505285e-05
100130933,SMIM6,7.610993657505284e-05
3827,KNG1,7.577213452299266e-05
7757,ZNF208,7.25135030288568e-05
107986461,LOC107986461,6.981254040077568e-05
4584,MUC3A,6.981254040077568e-05
389643,NUGGC,6.981254040077568e-05
107986919,LOC107986919,6.666666666666667e-05
55283,MCOLN3,6.666666666666667e-05
2867,FFAR2,6.520146520146513e-05
650368,TSSC2,6.38675340035482e-05
256236,NAPSB,6.241599913983144e-05
101927182,LOC101927182,6.239931483105256e-05
105376361,LOC105376361,6.136363636363636e-05
138255,CFAP95,6.046195652173876e-05
100506115,PELATON,5.9936575052854276e-05
105376815,LOC105376815,5.9113300492610844e-05
107984245,LOC107984245,5.280271435640086e-05
100506827,LINC02475,4.7300525561395054e-05
100996492,CTXND1,4.1864070979412714e-05
139189,DGKK,3.10990241561353e-05
105372730,LINC01666,0.0
105375347,LOC105375347,0.0
107985948,LOC107985948,0.0
220416,LRRC63,0.0
105377564,LOC105377564,0.0
100507127,LINC00707,0.0
2921,CXCL3,0.0
389602,LOC389602,0.0
101927971,LOC101927971,0.0
112267902,LOC112267902,0.0
176,ACAN,0.0
84076,TKTL2,0.0
101928651,LOC101928651,0.0
107984312,LOC107984312,0.0
399829,LINC01168,0.0
107987361,LOC107987361,0.0
105376240,LOC105376240,0.0
132203,SNTN,0.0
23591,FAM215A,0.0
102216342,LINC01108,0.0
107984131,LOC107984131,0.0
2069,EREG,0.0
105378270,LINC02633,0.0
283486,LINC00567,0.0
102723910,LOC102723910,0.0
7471,WNT1,0.0
100289650,PSG8-AS1,0.0
100506258,SYT9-AS1,0.0
168448,CDC14C,0.0
105378995,LOC105378995,0.0
101928957,LOC101928957,0.0
107987340,LOC107987340,0.0
150,ADRA2A,0.0
109623479,SNORD169,0.0
399715,LINC02649,0.0
112268095,LOC112268095,0.0
100528020,FAM187A,0.0
100874208,NDFIP2-AS1,0.0
107985713,LOC107985713,0.0
101929353,DDIT4L-AS1,0.0
105379069,LINC02144,0.0
102724751,LOC102724751,0.0
148808,MFSD4A,0.0
116039,OSR2,0.0
102724933,LINC02412,0.0
114815,SORCS1,0.0
105379396,LOC105379396,0.0
4985,OPRD1,0.0
101926903,LSAMP-AS1,0.0
1745,DLX1,0.0
729522,AACSP1,0.0
105372853,LOC105372853,0.0
220963,SLC16A9,0.0
129868,TRIM43,0.0
102724566,CARMAL,0.0
346673,STRA8,0.0
283483,LINC00551,0.0
4239,MFAP4,0.0
124221,PRSS30P,0.0
100129385,LINC03041,0.0
3761,KCNJ4,0.0
105369528,LINC02744,0.0
105373529,LOC105373529,0.0
105376350,LOC105376350,0.0
105376231,LOC105376231,0.0
9033,PKD2L1,0.0
5864,RAB3A,0.0
644135,PDE7B-AS1,0.0
64005,MYO1G,0.0
6445,SGCG,0.0
641373,NRON,0.0
51807,TUBA8,0.0
107984787,LOC107984787,0.0
130106,CIB4,0.0
81792,ADAMTS12,0.0
2660,MSTN,0.0
693201,MIR616,0.0
205860,TRIML2,0.0
112268267,LOC112268267,0.0
3857,KRT9,0.0
6982,TRGV8,0.0
10753,CAPN9,0.0
57624,NYAP2,0.0
102724940,LINC02128,0.0
2861,GPR37,0.0
101928834,LOC101928834,0.0
101060038,LINC02446,0.0
401557,LOC401557,0.0
28424,IGHV3-48,0.0
107984338,LOC107984338,0.0
284215,DLGAP1-AS5,0.0
339975,LOC339975,0.0
93426,SYCE1,0.0
101929341,LOC101929341,0.0
4929,NR4A2,0.0
112267895,LOC112267895,0.0
101928499,LOC101928499,0.0
83546,RTBDN,0.0
338872,C1QTNF9,0.0
105373105,LINC02968,0.0
105375911,LOC105375911,0.0
105378723,LOC105378723,0.0
23742,NPAP1,0.0
121355,GTSF1,0.0
7221,TRPC2,0.0
574038,MIR431,0.0
100131635,LOC100131635,0.0
101929284,LINC02199,0.0
6275,S100A4,0.0
4619,MYH1,0.0
22997,IGSF9B,0.0
774,CACNA1B,0.0
105376675,LOC105376675,0.0
7177,TPSAB1,0.0
115111,SLC26A7,0.0
139081,MAGEC3,0.0
105377908,LOC105377908,0.0
107987300,LOC107987300,0.0
643911,CRNDE,0.0
105372281,LOC105372281,0.0
100420587,LOC100420587,0.0
105378632,LOC105378632,0.0
105374745,LOC105374745,0.0
105375566,LOC105375566,0.0
3386,ICAM4,0.0
10143,CLEC3A,0.0
84553,FAXC,0.0
80133,MROH9,0.0
105372871,LOC105372871,0.0
4129,MAOB,0.0
105369416,LOC105369416,0.0
647012,YY1P2,0.0
1058,CENPA,0.0
101180976,IFNL4,0.0
2334,AFF2,0.0
10223,GPA33,0.0
105378355,LOC105378355,0.0
118611,C10orf90,0.0
150935,LOC150935,0.0
253582,TMEM244,0.0
1588,CYP19A1,0.0
105372316,LOC105372316,0.0
10551,AGR2,0.0
100132304,FAM236B,0.0
100130386,LINC00552,0.0
107985089,LOC107985089,0.0
132112,RTP1,0.0
101929201,LOC101929201,0.0
105377505,LOC105377505,0.0
100873939,LNX1-AS1,0.0
2532,ACKR1,0.0
23467,NPTXR,0.0
6092,ROBO2,0.0
771,CA12,0.0
100033435,SNORD116-24,0.0
105369177,LOC105369177,0.0
54829,ASPN,0.0
102546227,LINC01340,0.0
7432,VIP,0.0
105375036,LOC105375036,0.0
3702,ITK,0.0
101927461,LOC101927461,0.0
101929427,LOC101929427,0.0
9308,CD83,0.0
100506885,LNC-LBCS,0.0
9365,KL,0.0
9066,SYT7,0.0
105377635,LOC105377635,0.0
1006,CDH8,0.0
105376982,LOC105376982,0.0
103724387,LINC01058,0.0
83959,SLC4A11,0.0
107985238,LOC107985238,0.0
161502,CFAP161,0.0
693197,MIR612,0.0
3883,KRT33A,0.0
4495,MT1G,0.0
28479,IGHJ3,0.0
653598,PPIAL4C,0.0
79977,GRHL2,0.0
105375582,LOC105375582,0.0
103695432,LINC01167,0.0
107985065,LOC107985065,0.0
105372759,LOC105372759,0.0
3082,HGF,0.0
100506688,LINC02982,0.0
100996643,LOC100996643,0.0
643802,MPHOSPH10P1,0.0
154150,HDGFL1,0.0
105375284,LOC105375284,0.0
105375639,LOC105375639,0.0
105375010,LOC105375010,0.0
101927503,LINC02688,0.0
11255,HRH3,0.0
105375914,LOC105375914,0.0
105373345,LOC105373345,0.0
83873,GPR61,0.0
105376182,LOC105376182,0.0
55388,MCM10,0.0
101929048,LOC101929048,0.0
128434,VSTM2L,0.0
6862,TBXT,0.0
105374027,LOC105374027,0.0
101927888,LOC101927888,0.0
107984239,LOC107984239,0.0
28778,IGLV6-57,0.0
105373711,LOC105373711,0.0
390594,KBTBD13,0.0
105371206,LOC105371206,0.0
400941,LINC00487,0.0
3362,HTR6,0.0
102466225,MIR6077,0.0
256076,COL6A5,0.0
85009,MGC16025,0.0
107986517,LOC107986517,0.0
10645,CAMKK2,0.0
959,CD40LG,0.0
336,APOA2,0.0
943,TNFRSF8,0.0
2866,GPR42,0.0
203100,HTRA4,0.0
105374678,LOC105374678,0.0
105376239,LOC105376239,0.0
102724720,LOC102724720,0.0
105375792,LOC105375792,0.0
285370,LINC00606,0.0
266917,D21S2088E,0.0
105374019,LOC105374019,0.0
105371094,LOC105371094,0.0
100874128,LINC00333,0.0
102724030,LOC102724030,0.0
100506860,LINC00513,0.0
105371712,LOC105371712,0.0
60401,EDA2R,0.0
105374839,LOC105374839,0.0
108949267,ACBD7-DCLRE1CP1,0.0
105374552,LOC105374552,0.0
60506,NYX,0.0
5920,PLAAT4,0.0
1412,CRYBA2,0.0
64407,RGS18,0.0
10855,HPSE,0.0
105378858,LOC105378858,0.0
29128,UHRF1,0.0
4843,NOS2,0.0
3363,HTR7,0.0
101929431,LOC101929431,0.0
392399,LCN9,0.0
105379118,LOC105379118,0.0
6523,SLC5A1,0.0
134187,POU5F2,0.0
101927369,LOC101927369,0.0
1602,DACH1,0.0
105375964,LOC105375964,0.0
102724714,LINC01857,0.0
140458,ASB5,0.0
25830,SULT4A1,0.0
1380,CR2,0.0
107986761,LOC107986761,0.0
105369602,LOC105369602,0.0
105378425,LINC01374,0.0
105376759,LOC105376759,0.0
107986397,LOC107986397,0.0
107985989,LOC107985989,0.0
101930452,LINC02367,0.0
105376328,LOC105376328,0.0
84290,CAPNS2,0.0
11067,DEPP1,0.0
100506731,FLRT2-AS1,0.0
27199,OXGR1,0.0
107985952,LOC107985952,0.0
102724571,LNCTAM34A,0.0
26138,LINC00588,0.0
1641,DCX,0.0
102723360,LOC102723360,0.0
9890,PLPPR4,0.0
105373294,LOC105373294,0.0
107985872,LOC107985872,0.0
27065,NSG1,0.0
101929768,OSMR-DT,0.0
51761,ATP8A2,0.0
364,AQP7,0.0
3214,HOXB4,0.0
23040,MYT1L,0.0
3741,KCNA5,0.0
107985190,LINC01779,0.0
56936,CCDC177,0.0
105372576,WAKMAR1,0.0
105377021,LOC105377021,0.0
100507117,ASAP1-IT2,0.0
101928944,LINC02720,0.0
26047,CNTNAP2,0.0
105374391,LOC105374391,0.0
107986430,LOC107986430,0.0
54360,CYTL1,0.0
654463,FER1L6,0.0
26735,OR1L3,0.0
101929570,KCNH7-AS1,0.0
815,CAMK2A,0.0
9119,KRT75,0.0
256764,WDR72,0.0
6038,RNASE4,0.0
5806,PTX3,0.0
105370578,LINC01629,0.0
28388,IGHV5-51,0.0
23138,N4BP3,0.0
101927296,LOC101927296,0.0
4640,MYO1A,0.0
4969,OGN,0.0
100861510,LRRC3-DT,0.0
79057,PRRG3,0.0
100507477,LINC02941,0.0
100286938,VPS13A-AS1,0.0
654502,IQCJ,0.0
8972,MGAM,0.0
54967,CT55,0.0
4818,NKG7,0.0
128408,BHLHE23,0.0
105373851,LOC105373851,0.0
105379869,LOC105379869,0.0
105374501,LOC105374501,0.0
6375,XCL1,0.0
284415,VSTM1,0.0
102723817,CNIH3-AS2,0.0
55997,CFC1,0.0
3217,HOXB7,0.0
107985851,LOC107985851,0.0
79733,E2F8,0.0
101928114,LINC01811,0.0
23743,BHMT2,0.0
102724627,LINC02674,0.0
23057,NMNAT2,0.0
80831,APOL5,0.0
125113,KRT222,0.0
10022,INSL5,0.0
1515,CTSV,0.0
3929,LBP,0.0
7022,TFAP2C,0.0
202559,KHDRBS2,0.0
56999,ADAMTS9,0.0
107984663,LOC107984663,0.0
100505530,LINC02520,0.0
104472718,LINC00508,0.0
3357,HTR2B,0.0
246778,IL27,0.0
135228,CD109,0.0
10777,ARPP21,0.0
101928596,LOC101928596,0.0
11075,STMN2,0.0
692099,FAM86DP,0.0
653492,PSG10P,0.0
200407,CREG2,0.0
693166,MIR581,0.0
10202,DHRS2,0.0
105369519,LOC105369519,0.0
51146,A4GNT,0.0
100129424,RPL19P12,0.0
105372210,LOC105372210,0.0
58158,NEUROD4,0.0
284424,MIR7-3HG,0.0
105375324,LOC105375324,0.0
1318,SLC31A2,0.0
160777,CCDC60,0.0
100996664,LOC100996664,0.0
105373293,LOC105373293,0.0
27120,DKKL1,0.0
83956,RACGAP1P1,0.0
105378997,LOC105378997,0.0
105370503,LINC02331,0.0
10225,CD96,0.0
2220,FCN2,0.0
64220,STRA6,0.0
4318,MMP9,0.0
8350,H3C1,0.0
642236,FRG1JP,0.0
57188,ADAMTSL3,0.0
101928354,LOC101928354,0.0
105379185,LOC105379185,0.0
112268101,LOC112268101,0.0
105372683,LOC105372683,0.0
105376517,LOC105376517,0.0
89758,LINC01621,0.0
107984862,LOC107984862,0.0
105370008,LOC105370008,0.0
392197,USP17L7,0.0
101928696,RABGAP1L-AS1,0.0
105377673,LOC105377673,0.0
105373811,LOC105373811,0.0
7137,TNNI3,0.0
131096,KCNH8,0.0
105372326,LOC105372326,0.0
100422936,MIR3153,0.0
105377319,LOC105377319,0.0
105376291,LOC105376291,0.0
8320,EOMES,0.0
283208,P4HA3,0.0
56884,FSTL5,0.0
162540,SPPL2C,0.0
80380,PDCD1LG2,0.0
102725191,LOC102725191,0.0
102724593,LOC102724593,0.0
11131,CAPN11,0.0
105377667,CHAER1,0.0
3175,ONECUT1,0.0
3485,IGFBP2,0.0
5058,PAK1,0.0
5126,PCSK2,0.0
54596,L1TD1,0.0
221188,ADGRG5,0.0
105378748,LOC105378748,0.0
100128714,LINC02346,0.0
1825,DSC3,0.0
100131244,ANKRD63,0.0
105379091,LOC105379091,0.0
101928701,LOC101928701,0.0
137735,ABRA,0.0
100189427,TRI-GAT1-3,0.0
27299,ADAMDEC1,0.0
26033,ATRNL1,0.0
8364,H4C3,0.0
404744,NPSR1-AS1,0.0
219770,GJD4,0.0
134111,UBE2QL1,0.0
445328,ARHGEF35,0.0
100506585,PTPRN2-AS1,0.0
399716,LINC02656,0.0
105369574,LOC105369574,0.0
105377641,LOC105377641,0.0
728228,LINC01433,0.0
5450,POU2AF1,0.0
107984806,LOC107984806,0.0
56924,PAK6,0.0
121793,TEX29,0.0
441581,FRG2B,0.0
107984640,LBHD2,0.0
1259,CNGA1,0.0
147228,KRT17P1,0.0
107986779,LOC107986779,0.0
1013,CDH15,0.0
392232,LOC392232,0.0
118442,GPR62,0.0
79974,CPED1,0.0
101927486,LOC101927486,0.0
101928034,LOC101928034,0.0
84867,PTPN5,0.0
83988,NCALD,0.0
101927193,CHL1-AS1,0.0
90527,DUOXA1,0.0
132671,SPATA18,0.0
6361,CCL17,0.0
9671,WSCD2,0.0
105371347,LOC105371347,0.0
79574,EPS8L3,0.0
441061,MARCHF11,0.0
107985383,LOC107985383,0.0
2016,EMX1,0.0
105375945,LOC105375945,0.0
401036,ASB18,0.0
102723631,CT45A10,0.0
28452,IGHV3-7,0.0
107987285,LOC107987285,0.0
353189,SLCO4C1,0.0
105370877,LOC105370877,0.0
105378551,LOC105378551,0.0
246213,SLC17A8,0.0
51454,GULP1,0.0
105372666,LOC105372666,0.0
1818,DRD5P2,0.0
284573,LINC00303,0.0
